Inventarisnr.;;Inv.srt,Omschrijving,Straat,Thv,Deelgem.;Mutdatum
FT304,FT,Fietstrommel,DELFGAAUWSTR,29,Noord,13-7-2010
FT305,FT,Fietstrommel,RODENRYSELN,2,Noord,13-7-2010
FT306,FT,Fietstrommel,VRYENBANSESTR,17/29,Noord,13-7-2010
FT307,FT,Fietstrommel,VRYENBANSESTR,17/29,Noord,7-6-2009
FT308,FT,Fietstrommel,BERGSELN,126,Noord,13-7-2010
FT309,FT,Fietstrommel,NOBELSTR,113,Noord,7-6-2009
FT31,FT,Fietstrommel,BREITNERSTR,89 c,Centrum,7-6-2009
FT310,FT,Fietstrommel,LISSTR,2,Noord,13-7-2010
FT311,FT,Fietstrommel,ST AGATHASTR,9,Noord,13-7-2010
FT312,FT,Fietstrommel,WILLEBRORDUSPLN,23,Noord,13-7-2010
FT313,FT,Fietstrommel,SOETENDAALSEWG,91,Noord,13-7-2010
FT314,FT,Fietstrommel,SOETENDAALSEWG,91,Noord,18-3-2011
FT315,FT,Fietstrommel,BLOKLANDSTR,63,Noord,7-6-2009
FT316,FT,Fietstrommel,BLOKLANDSTR,67,Noord,13-7-2010
FT317,FT,Fietstrommel,J CATSSTR,45,Noord,7-6-2009
FT318,FT,Fietstrommel,SCHEPENSTR,76,Noord,7-6-2009
FT319,FT,Fietstrommel,SCHEPENSTR,76,Noord,7-6-2009
FT32,FT,Fietstrommel,KR ELLEBOOG,35,Centrum,6-7-2010
FT320,FT,Fietstrommel,OOSTZEEDK,163A,Kralingen/Crooswijk,13-7-2010
FT321,FT,Fietstrommel,OOSTZEEDK,25,Kralingen/Crooswijk,13-7-2010
FT322,FT,Fietstrommel,OOSTMAASLN,127,Kralingen/Crooswijk,13-7-2010
FT323,FT,Fietstrommel,OOSTMAASLN,127,Kralingen/Crooswijk,13-7-2010
FT324,FT,Fietstrommel,OOSTMAASSTR,5,Kralingen/Crooswijk,15-9-2010
FT325,FT,Fietstrommel,VOORSCHOTERLN,45,Kralingen/Crooswijk,13-7-2010
FT326,FT,Fietstrommel,PLANTAGEWG,5,Kralingen/Crooswijk,13-7-2010
FT327,FT,Fietstrommel,PLANTAGEWG,16,Kralingen/Crooswijk,13-7-2010
FT328,FT,Fietstrommel,PLANTAGEWG,17,Kralingen/Crooswijk,7-6-2009
FT329,FT,Fietstrommel,PLANTAGEWG,27,Kralingen/Crooswijk,13-7-2010
FT33,FT,Fietstrommel,2E JERICHOSTR,4,Kralingen/Crooswijk,7-6-2009
FT330,FT,Fietstrommel,PLANTAGEWG,35,Kralingen/Crooswijk,13-7-2010
FT331,FT,Fietstrommel,RAMLEHWG,38,Kralingen/Crooswijk,7-6-2009
FT332,FT,Fietstrommel,RAMLEHWG,30,Kralingen/Crooswijk,13-7-2010
FT333,FT,Fietstrommel,2E WANDELO DWSTR,7,Kralingen/Crooswijk,13-7-2010
FT334,FT,Fietstrommel,KRALINGSE PLASLN,92,Kralingen/Crooswijk,13-7-2010
FT335,FT,Fietstrommel,ROCHUSSENSTR,41,Centrum,13-7-2010
FT336,FT,Fietstrommel,DIERGAARDESNGL,19,Centrum,7-6-2009
FT337,FT,Fietstrommel,BOOMPJES,55/56,Centrum,13-7-2010
FT338,FT,Fietstrommel,PARKSTR,10,Centrum,13-7-2010
FT339,FT,Fietstrommel,ZALMHAVEN,19,Centrum,7-6-2009
FT34,FT,Fietstrommel,BERGWG,285,Noord,7-6-2009
FT340,FT,Fietstrommel,ZALMHAVEN,19,Centrum,7-6-2009
FT341,FT,Fietstrommel,WESTERSTR,24,Centrum,7-6-2009
FT342,FT,Fietstrommel,OOSTMAASSTR,5,Centrum,13-7-2010
FT343,FT,Fietstrommel,KLEIWG,265,Hillegersberg,13-7-2010
FT344,FT,Fietstrommel,MAASSTR,4,Centrum,13-7-2010
FT345,FT,Fietstrommel,MAASSTR,18,Centrum,13-7-2010
FT346,FT,Fietstrommel,HARINGVLIET,63,Centrum,13-7-2010
FT347,FT,Fietstrommel,OPPERT,Centrum,13-7-2010
FT348,FT,Fietstrommel,OPPERT,Centrum,13-7-2010
FT349,FT,Fietstrommel,MYNSHERENPLN,to 14,Charlois,18-1-2012
FT35,FT,Fietstrommel,VD MEYDESTR,29,Noord,7-6-2009
FT350,FT,Fietstrommel,MYNSHERENPLN,14,Charlois,18-1-2012
FT351,FT,Fietstrommel,BOOMGAARDHOF,33,Centrum,13-7-2010
FT352,FT,Fietstrommel,SCHIEDAMSESNGL,193,Centrum,13-7-2010
FT353,FT,Fietstrommel,KIPSTR,29,Centrum,13-7-2010
FT354,FT,Fietstrommel,SCHIEDAMSESNGL,191,Centrum,13-7-2010
FT355,FT,Fietstrommel,BREITNERSTR,98,Centrum,7-6-2009
FT356,FT,Fietstrommel,S GRAVENDYKWAL,26,Centrum,7-6-2009
FT357,FT,Fietstrommel,PRINSENHOF,25,Centrum,13-7-2010
FT358,FT,Fietstrommel,ROCHUSSENSTR,78,Centrum,7-6-2009
FT359,FT,Fietstrommel,STIELTJESSTR, 6e,Feijenoord,13-7-2010
FT36,FT,Fietstrommel,WALENBURGERWG,8,Noord,6-7-2010
FT360,FT,Fietstrommel,STIELTJESPLN,6,Feijenoord,13-7-2010
FT361,FT,Fietstrommel,DONKERSLOOTSTR,21,Feijenoord,13-7-2010
FT362,FT,Fietstrommel,L HILLEWG,229,Feijenoord,7-6-2009
FT363,FT,Fietstrommel,RYTUIGWG,1,Feijenoord,13-7-2010
FT364,FT,Fietstrommel,RYTUIGWG,1,Feijenoord,7-6-2009
FT365,FT,Fietstrommel,PRETORIALN,4,Feijenoord,13-7-2010
FT366,FT,Fietstrommel,W VARKENOORDSEWG,121,Feijenoord,17-11-2011
FT367,FT,Fietstrommel,KATENDRECHTSELN,61,Feijenoord,13-7-2010
FT368,FT,Fietstrommel,ZWYNDRECHTSESTR,28,Feijenoord,7-6-2009
FT369,FT,Fietstrommel,PUTSELN,240,Feijenoord,7-6-2009
FT37,FT,Fietstrommel,C DE VRIESELN,30,Delfshaven,7-6-2009
FT370,FT,Fietstrommel,GROENE HILLEDK,249,Feijenoord,13-7-2010
FT371,FT,Fietstrommel,GROENE HILLEDK,249,Feijenoord,13-7-2010
FT372,FT,Fietstrommel,MAASKD,82,Feijenoord,7-6-2009
FT373,FT,Fietstrommel,ROZEMARYNSTR,73,Feijenoord,8-7-2011
FT374,FT,Fietstrommel,SLAGHEKSTR,99,Feijenoord,7-6-2009
FT375,FT,Fietstrommel,RANDWG,79,Feijenoord,13-7-2010
FT376,FT,Fietstrommel,HILLEVLIET,68,Feijenoord,7-6-2009
FT377,FT,Fietstrommel,DONKERSLOOTSTR,135,Feijenoord,13-7-2010
FT378,FT,Fietstrommel,BEYERLANDSELN,15,Feijenoord,13-7-2010
FT379,FT,Fietstrommel,STREVELSWG,194,Feijenoord,13-7-2010
FT38,FT,Fietstrommel,R FRUINSTR,45,Delfshaven,7-6-2009
FT380,FT,Fietstrommel,STREVELSWG,192,Feijenoord,13-7-2010
FT381,FT,Fietstrommel,STREVELSWG,91,Feijenoord,14-7-2010
FT382,FT,Fietstrommel,SLEEPHELLINGSTR,12,Feijenoord,14-7-2010
FT383,FT,Fietstrommel,MAASKD,82,Feijenoord,7-6-2009
FT384,FT,Fietstrommel,MAASKD,155,Feijenoord,14-7-2010
FT385,FT,Fietstrommel,MAASKD,158,Feijenoord,14-7-2010
FT386,FT,Fietstrommel,MAASKD,160,Feijenoord,7-6-2009
FT387,FT,Fietstrommel,RANDWG,148,Feijenoord,14-7-2010
FT388,FT,Fietstrommel,PR HENDRIKLN,30,Feijenoord,14-7-2010
FT389,FT,Fietstrommel,PR HENDRIKKD,89,Feijenoord,14-7-2010
FT39,FT,Fietstrommel,ZWAERDECROONSTR,20,Delfshaven,7-6-2009
FT390,FT,Fietstrommel,PR HENDRIKKD,114,Feijenoord,14-7-2010
FT391,FT,Fietstrommel,LANGENHORST,255,Charlois,14-7-2010
FT392,FT,Fietstrommel,MOERKERKESTR,55,Charlois,14-7-2010
FT393,FT,Fietstrommel,GRUTTOSTR,55,Charlois,14-7-2010
FT394,FT,Fietstrommel,GEERVLIETSTR,9,Charlois,14-7-2010
FT395,FT,Fietstrommel,WEVERSHOEKSTR,37,Charlois,14-7-2010
FT396,FT,Fietstrommel,BOERGOENSESTR,66,Charlois,14-7-2010
FT397,FT,Fietstrommel,ZEGENSTR,89,Charlois,14-7-2010
FT398,FT,Fietstrommel,DAWESWG,20,Omoord,14-7-2010
FT399,FT,Fietstrommel,SCHIELN,23,Overschie,14-7-2010
FT4,FT,Fietstrommel,ESSENBURGSNGL,16B,Delfshaven,6-7-2010
FT40,FT,Fietstrommel,SCHIETBAANLN,128,Delfshaven,7-6-2009
FT400,FT,Fietstrommel,J LIGTHARTSTR,61,Feijenoord,14-7-2010
FT401,FT,Fietstrommel,YSCLUBSTR,69,Kralingen/Crooswijk,14-7-2010
FT402,FT,Fietstrommel,2E JERICHOSTR,11,Kralingen/Crooswijk,26-7-2011
FT403,FT,Fietstrommel,ESSENLN,16,Kralingen/Crooswijk,14-7-2010
FT404,FT,Fietstrommel,TAXUSSTR,3b,Kralingen/Crooswijk,14-7-2010
FT405,FT,Fietstrommel,R BAELDESTR,62,Kralingen/Crooswijk,7-6-2009
FT406,FT,Fietstrommel,GOUDSE RYWG,701,Kralingen/Crooswijk,14-7-2010
FT407,FT,Fietstrommel,P POTTERSTR,30,Kralingen/Crooswijk,14-7-2010
FT408,FT,Fietstrommel,TAXUSSTR,3b,Kralingen/Crooswijk,14-7-2010
FT409,FT,Fietstrommel,NOORDERHAVENKD,65,Noord,14-7-2010
